date,product,price_yuan,category,sales_count,revenue_wan
2026-05-08,USB 扩展坞 7合1,199,数码,195,3.88
2026-05-08,不锈钢保温杯 500ml,79,家居,219,1.73
2026-05-08,电动牙刷 声波款,259,家居,134,3.47
2026-05-08,瑜伽垫 防滑加厚,69,运动,151,1.04
2026-05-08,智能体重秤,99,家居,106,1.05
2026-05-08,筋膜枪 迷你款,179,运动,120,2.15
2026-05-09,无线蓝牙耳机 Pro,299,数码,772,23.08
2026-05-09,智能运动手环 X3,199,数码,595,11.84
2026-05-09,便携充电宝 20000mAh,89,数码,511,4.55
2026-05-09,机械键盘 RGB,349,数码,406,14.17
2026-05-09,护眼台灯 智能版,159,家居,402,6.39
2026-05-09,蓝牙音箱 Mini,129,数码,408,5.26
2026-05-09,手机支架 铝合金,39,配件,333,1.3
2026-05-09,Type-C 数据线套装,29,配件,307,0.89
2026-05-09,桌面收纳盒 多层,49,家居,284,1.39
2026-05-09,USB 扩展坞 7合1,199,数码,213,4.24
2026-05-09,不锈钢保温杯 500ml,79,家居,199,1.57
2026-05-09,电动牙刷 声波款,259,家居,173,4.48
2026-05-09,瑜伽垫 防滑加厚,69,运动,159,1.1
2026-05-09,智能体重秤,99,家居,120,1.19
2026-05-09,筋膜枪 迷你款,179,运动,110,1.97
2026-05-10,无线蓝牙耳机 Pro,299,数码,844,25.24
2026-05-10,智能运动手环 X3,199,数码,736,14.65
2026-05-10,便携充电宝 20000mAh,89,数码,576,5.13
2026-05-10,机械键盘 RGB,349,数码,550,19.2
2026-05-10,护眼台灯 智能版,159,家居,454,7.22
2026-05-10,蓝牙音箱 Mini,129,数码,430,5.55
2026-05-10,手机支架 铝合金,39,配件,414,1.61
2026-05-10,Type-C 数据线套装,29,配件,360,1.04
2026-05-10,桌面收纳盒 多层,49,家居,289,1.42
2026-05-10,USB 扩展坞 7合1,199,数码,207,4.12
2026-05-10,不锈钢保温杯 500ml,79,家居,299,2.36
2026-05-10,电动牙刷 声波款,259,家居,220,5.7
2026-05-10,瑜伽垫 防滑加厚,69,运动,204,1.41
2026-05-10,智能体重秤,99,家居,136,1.35
2026-05-10,筋膜枪 迷你款,179,运动,143,2.56
2026-05-11,无线蓝牙耳机 Pro,299,数码,710,21.23
2026-05-11,智能运动手环 X3,199,数码,548,10.91
2026-05-11,便携充电宝 20000mAh,89,数码,436,3.88
2026-05-11,机械键盘 RGB,349,数码,379,13.23
2026-05-11,护眼台灯 智能版,159,家居,390,6.2
2026-05-11,蓝牙音箱 Mini,129,数码,363,4.68
2026-05-11,手机支架 铝合金,39,配件,321,1.25
2026-05-11,Type-C 数据线套装,29,配件,266,0.77
2026-05-11,桌面收纳盒 多层,49,家居,210,1.03
2026-05-11,USB 扩展坞 7合1,199,数码,132,2.63
2026-05-11,不锈钢保温杯 500ml,79,家居,183,1.45
2026-05-11,电动牙刷 声波款,259,家居,143,3.7
2026-05-11,瑜伽垫 防滑加厚,69,运动,144,0.99
2026-05-11,智能体重秤,99,家居,107,1.06
2026-05-11,筋膜枪 迷你款,179,运动,96,1.72
2026-05-12,无线蓝牙耳机 Pro,299,数码,729,21.8
2026-05-12,智能运动手环 X3,199,数码,610,12.14
2026-05-12,便携充电宝 20000mAh,89,数码,539,4.8
2026-05-12,机械键盘 RGB,349,数码,444,15.5
2026-05-12,护眼台灯 智能版,159,家居,373,5.93
2026-05-12,蓝牙音箱 Mini,129,数码,345,4.45
2026-05-12,手机支架 铝合金,39,配件,310,1.21
2026-05-12,Type-C 数据线套装,29,配件,272,0.79
2026-05-12,桌面收纳盒 多层,49,家居,249,1.22
2026-05-12,USB 扩展坞 7合1,199,数码,202,4.02
2026-05-12,不锈钢保温杯 500ml,79,家居,224,1.77
2026-05-12,电动牙刷 声波款,259,家居,181,4.69
2026-05-12,瑜伽垫 防滑加厚,69,运动,155,1.07
2026-05-12,智能体重秤,99,家居,80,0.79
2026-05-12,筋膜枪 迷你款,179,运动,127,2.27
2026-05-13,无线蓝牙耳机 Pro,299,数码,603,18.03
2026-05-13,智能运动手环 X3,199,数码,520,10.35
2026-05-13,便携充电宝 20000mAh,89,数码,449,4.0
2026-05-13,机械键盘 RGB,349,数码,413,14.41
2026-05-13,护眼台灯 智能版,159,家居,313,4.98
2026-05-13,蓝牙音箱 Mini,129,数码,294,3.79
2026-05-13,手机支架 铝合金,39,配件,294,1.15
2026-05-13,Type-C 数据线套装,29,配件,263,0.76
2026-05-13,桌面收纳盒 多层,49,家居,226,1.11
2026-05-13,USB 扩展坞 7合1,199,数码,167,3.32
2026-05-13,不锈钢保温杯 500ml,79,家居,165,1.3
2026-05-13,电动牙刷 声波款,259,家居,137,3.55
2026-05-13,瑜伽垫 防滑加厚,69,运动,146,1.01
2026-05-13,智能体重秤,99,家居,120,1.19
2026-05-13,筋膜枪 迷你款,179,运动,89,1.59
2026-05-14,无线蓝牙耳机 Pro,299,数码,589,17.61
2026-05-14,智能运动手环 X3,199,数码,476,9.47
2026-05-14,便携充电宝 20000mAh,89,数码,513,4.57
2026-05-14,机械键盘 RGB,349,数码,420,14.66
2026-05-14,护眼台灯 智能版,159,家居,379,6.03
2026-05-14,蓝牙音箱 Mini,129,数码,354,4.57
2026-05-14,手机支架 铝合金,39,配件,281,1.1
2026-05-14,Type-C 数据线套装,29,配件,247,0.72
2026-05-14,桌面收纳盒 多层,49,家居,258,1.26
2026-05-14,USB 扩展坞 7合1,199,数码,179,3.56
2026-05-14,不锈钢保温杯 500ml,79,家居,193,1.52
2026-05-14,电动牙刷 声波款,259,家居,146,3.78
2026-05-14,瑜伽垫 防滑加厚,69,运动,124,0.86
2026-05-14,智能体重秤,99,家居,91,0.9
2026-05-14,筋膜枪 迷你款,179,运动,104,1.86
2026-05-15,无线蓝牙耳机 Pro,299,数码,761,22.75
2026-05-15,智能运动手环 X3,199,数码,640,12.74
2026-05-15,便携充电宝 20000mAh,89,数码,476,4.24
2026-05-15,机械键盘 RGB,349,数码,494,17.24
2026-05-15,护眼台灯 智能版,159,家居,367,5.84
2026-05-15,蓝牙音箱 Mini,129,数码,364,4.7
2026-05-15,手机支架 铝合金,39,配件,318,1.24
2026-05-15,Type-C 数据线套装,29,配件,274,0.79
2026-05-15,桌面收纳盒 多层,49,家居,264,1.29
2026-05-15,USB 扩展坞 7合1,199,数码,187,3.72
2026-05-15,不锈钢保温杯 500ml,79,家居,177,1.4
2026-05-15,电动牙刷 声波款,259,家居,159,4.12
2026-05-15,瑜伽垫 防滑加厚,69,运动,154,1.06
2026-05-15,智能体重秤,99,家居,151,1.49
2026-05-15,筋膜枪 迷你款,179,运动,125,2.24
2026-05-16,无线蓝牙耳机 Pro,299,数码,740,22.13
2026-05-16,智能运动手环 X3,199,数码,572,11.38
2026-05-16,便携充电宝 20000mAh,89,数码,536,4.77
2026-05-16,机械键盘 RGB,349,数码,498,17.38
2026-05-16,护眼台灯 智能版,159,家居,500,7.95
2026-05-16,蓝牙音箱 Mini,129,数码,440,5.68
2026-05-16,手机支架 铝合金,39,配件,365,1.42
2026-05-16,Type-C 数据线套装,29,配件,306,0.89
2026-05-16,桌面收纳盒 多层,49,家居,275,1.35
2026-05-16,USB 扩展坞 7合1,199,数码,215,4.28
2026-05-16,不锈钢保温杯 500ml,79,家居,255,2.01
2026-05-16,电动牙刷 声波款,259,家居,176,4.56
2026-05-16,瑜伽垫 防滑加厚,69,运动,178,1.23
2026-05-16,智能体重秤,99,家居,110,1.09
2026-05-16,筋膜枪 迷你款,179,运动,132,2.36
2026-05-17,无线蓝牙耳机 Pro,299,数码,792,23.68
2026-05-17,智能运动手环 X3,199,数码,679,13.51
2026-05-17,便携充电宝 20000mAh,89,数码,665,5.92
2026-05-17,机械键盘 RGB,349,数码,467,16.3
2026-05-17,护眼台灯 智能版,159,家居,522,8.3
2026-05-17,蓝牙音箱 Mini,129,数码,414,5.34
2026-05-17,手机支架 铝合金,39,配件,373,1.45
2026-05-17,Type-C 数据线套装,29,配件,306,0.89
2026-05-17,桌面收纳盒 多层,49,家居,297,1.46
2026-05-17,USB 扩展坞 7合1,199,数码,288,5.73
2026-05-17,不锈钢保温杯 500ml,79,家居,255,2.01
2026-05-17,电动牙刷 声波款,259,家居,179,4.64
2026-05-17,瑜伽垫 防滑加厚,69,运动,210,1.45
2026-05-17,智能体重秤,99,家居,140,1.39
2026-05-17,筋膜枪 迷你款,179,运动,160,2.86
2026-05-18,无线蓝牙耳机 Pro,299,数码,539,16.12
2026-05-18,智能运动手环 X3,199,数码,540,10.75
2026-05-18,便携充电宝 20000mAh,89,数码,547,4.87
2026-05-18,机械键盘 RGB,349,数码,436,15.22
2026-05-18,护眼台灯 智能版,159,家居,359,5.71
2026-05-18,蓝牙音箱 Mini,129,数码,334,4.31
2026-05-18,手机支架 铝合金,39,配件,265,1.03
2026-05-18,Type-C 数据线套装,29,配件,272,0.79
2026-05-18,桌面收纳盒 多层,49,家居,276,1.35
2026-05-18,USB 扩展坞 7合1,199,数码,208,4.14
2026-05-18,不锈钢保温杯 500ml,79,家居,230,1.82
2026-05-18,电动牙刷 声波款,259,家居,167,4.33
2026-05-18,瑜伽垫 防滑加厚,69,运动,169,1.17
2026-05-18,智能体重秤,99,家居,136,1.35
2026-05-18,筋膜枪 迷你款,179,运动,121,2.17
2026-05-19,无线蓝牙耳机 Pro,299,数码,715,21.38
2026-05-19,智能运动手环 X3,199,数码,614,12.22
2026-05-19,便携充电宝 20000mAh,89,数码,459,4.09
2026-05-19,机械键盘 RGB,349,数码,380,13.26
2026-05-19,护眼台灯 智能版,159,家居,371,5.9
2026-05-19,蓝牙音箱 Mini,129,数码,352,4.54
2026-05-19,手机支架 铝合金,39,配件,312,1.22
2026-05-19,Type-C 数据线套装,29,配件,227,0.66
2026-05-19,桌面收纳盒 多层,49,家居,254,1.24
2026-05-19,USB 扩展坞 7合1,199,数码,174,3.46
2026-05-19,不锈钢保温杯 500ml,79,家居,179,1.41
2026-05-19,电动牙刷 声波款,259,家居,136,3.52
2026-05-19,瑜伽垫 防滑加厚,69,运动,178,1.23
2026-05-19,智能体重秤,99,家居,112,1.11
2026-05-19,筋膜枪 迷你款,179,运动,102,1.83
2026-05-20,无线蓝牙耳机 Pro,299,数码,751,22.45
2026-05-20,智能运动手环 X3,199,数码,581,11.56
2026-05-20,便携充电宝 20000mAh,89,数码,545,4.85
2026-05-20,机械键盘 RGB,349,数码,404,14.1
2026-05-20,护眼台灯 智能版,159,家居,377,5.99
2026-05-20,蓝牙音箱 Mini,129,数码,297,3.83
2026-05-20,手机支架 铝合金,39,配件,281,1.1
2026-05-20,Type-C 数据线套装,29,配件,315,0.91
2026-05-20,桌面收纳盒 多层,49,家居,266,1.3
2026-05-20,USB 扩展坞 7合1,199,数码,197,3.92
2026-05-20,不锈钢保温杯 500ml,79,家居,222,1.75
2026-05-20,电动牙刷 声波款,259,家居,155,4.01
2026-05-20,瑜伽垫 防滑加厚,69,运动,154,1.06
2026-05-20,智能体重秤,99,家居,118,1.17
2026-05-20,筋膜枪 迷你款,179,运动,116,2.08
2026-05-21,无线蓝牙耳机 Pro,299,数码,720,21.53
2026-05-21,智能运动手环 X3,199,数码,556,11.06
2026-05-21,便携充电宝 20000mAh,89,数码,503,4.48
2026-05-21,机械键盘 RGB,349,数码,436,15.22
2026-05-21,护眼台灯 智能版,159,家居,377,5.99
2026-05-21,蓝牙音箱 Mini,129,数码,304,3.92
2026-05-21,手机支架 铝合金,39,配件,261,1.02
2026-05-21,Type-C 数据线套装,29,配件,259,0.75
2026-05-21,桌面收纳盒 多层,49,家居,216,1.06
2026-05-21,USB 扩展坞 7合1,199,数码,184,3.66
2026-05-21,不锈钢保温杯 500ml,79,家居,183,1.45
2026-05-21,电动牙刷 声波款,259,家居,176,4.56
2026-05-21,瑜伽垫 防滑加厚,69,运动,131,0.9
2026-05-21,智能体重秤,99,家居,92,0.91
2026-05-21,筋膜枪 迷你款,179,运动,112,2.0
2026-05-22,无线蓝牙耳机 Pro,299,数码,669,20.0
2026-05-22,智能运动手环 X3,199,数码,569,11.32
2026-05-22,便携充电宝 20000mAh,89,数码,519,4.62
2026-05-22,机械键盘 RGB,349,数码,350,12.21
2026-05-22,护眼台灯 智能版,159,家居,346,5.5
2026-05-22,蓝牙音箱 Mini,129,数码,337,4.35
2026-05-22,手机支架 铝合金,39,配件,307,1.2
2026-05-22,Type-C 数据线套装,29,配件,298,0.86
2026-05-22,桌面收纳盒 多层,49,家居,234,1.15
2026-05-22,USB 扩展坞 7合1,199,数码,180,3.58
2026-05-22,不锈钢保温杯 500ml,79,家居,168,1.33
2026-05-22,电动牙刷 声波款,259,家居,138,3.57
2026-05-22,瑜伽垫 防滑加厚,69,运动,138,0.95
2026-05-22,智能体重秤,99,家居,114,1.13
2026-05-22,筋膜枪 迷你款,179,运动,111,1.99
2026-05-23,无线蓝牙耳机 Pro,299,数码,738,22.07
2026-05-23,智能运动手环 X3,199,数码,682,13.57
2026-05-23,便携充电宝 20000mAh,89,数码,568,5.06
2026-05-23,机械键盘 RGB,349,数码,489,17.07
2026-05-23,护眼台灯 智能版,159,家居,438,6.96
2026-05-23,蓝牙音箱 Mini,129,数码,432,5.57
2026-05-23,手机支架 铝合金,39,配件,346,1.35
2026-05-23,Type-C 数据线套装,29,配件,288,0.84
2026-05-23,桌面收纳盒 多层,49,家居,236,1.16
2026-05-23,USB 扩展坞 7合1,199,数码,216,4.3
2026-05-23,不锈钢保温杯 500ml,79,家居,171,1.35
2026-05-23,电动牙刷 声波款,259,家居,167,4.33
2026-05-23,瑜伽垫 防滑加厚,69,运动,167,1.15
2026-05-23,智能体重秤,99,家居,113,1.12
2026-05-23,筋膜枪 迷你款,179,运动,118,2.11
2026-05-24,无线蓝牙耳机 Pro,299,数码,881,26.34
2026-05-24,智能运动手环 X3,199,数码,727,14.47
2026-05-24,便携充电宝 20000mAh,89,数码,640,5.7
2026-05-24,机械键盘 RGB,349,数码,532,18.57
2026-05-24,护眼台灯 智能版,159,家居,528,8.4
2026-05-24,蓝牙音箱 Mini,129,数码,437,5.64
2026-05-24,手机支架 铝合金,39,配件,339,1.32
2026-05-24,Type-C 数据线套装,29,配件,380,1.1
2026-05-24,桌面收纳盒 多层,49,家居,297,1.46
2026-05-24,USB 扩展坞 7合1,199,数码,229,4.56
2026-05-24,不锈钢保温杯 500ml,79,家居,216,1.71
2026-05-24,电动牙刷 声波款,259,家居,198,5.13
2026-05-24,瑜伽垫 防滑加厚,69,运动,190,1.31
2026-05-24,智能体重秤,99,家居,162,1.6
2026-05-24,筋膜枪 迷你款,179,运动,140,2.51
2026-05-25,无线蓝牙耳机 Pro,299,数码,677,20.24
2026-05-25,智能运动手环 X3,199,数码,565,11.24
2026-05-25,便携充电宝 20000mAh,89,数码,462,4.11
2026-05-25,机械键盘 RGB,349,数码,407,14.2
2026-05-25,护眼台灯 智能版,159,家居,350,5.57
2026-05-25,蓝牙音箱 Mini,129,数码,321,4.14
2026-05-25,手机支架 铝合金,39,配件,307,1.2
2026-05-25,Type-C 数据线套装,29,配件,258,0.75
2026-05-25,桌面收纳盒 多层,49,家居,207,1.01
2026-05-25,USB 扩展坞 7合1,199,数码,194,3.86
2026-05-25,不锈钢保温杯 500ml,79,家居,142,1.12
2026-05-25,电动牙刷 声波款,259,家居,163,4.22
2026-05-25,瑜伽垫 防滑加厚,69,运动,121,0.83
2026-05-25,智能体重秤,99,家居,100,0.99
2026-05-25,筋膜枪 迷你款,179,运动,104,1.86
2026-05-26,无线蓝牙耳机 Pro,299,数码,716,21.41
2026-05-26,智能运动手环 X3,199,数码,505,10.05
2026-05-26,便携充电宝 20000mAh,89,数码,488,4.34
2026-05-26,机械键盘 RGB,349,数码,386,13.47
2026-05-26,护眼台灯 智能版,159,家居,376,5.98
2026-05-26,蓝牙音箱 Mini,129,数码,329,4.24
2026-05-26,手机支架 铝合金,39,配件,296,1.15
2026-05-26,Type-C 数据线套装,29,配件,246,0.71
2026-05-26,桌面收纳盒 多层,49,家居,211,1.03
2026-05-26,USB 扩展坞 7合1,199,数码,188,3.74
2026-05-26,不锈钢保温杯 500ml,79,家居,198,1.56
2026-05-26,电动牙刷 声波款,259,家居,140,3.63
2026-05-26,瑜伽垫 防滑加厚,69,运动,137,0.95
2026-05-26,智能体重秤,99,家居,115,1.14
2026-05-26,筋膜枪 迷你款,179,运动,110,1.97
2026-05-27,无线蓝牙耳机 Pro,299,数码,655,19.58
2026-05-27,智能运动手环 X3,199,数码,504,10.03
2026-05-27,便携充电宝 20000mAh,89,数码,488,4.34
2026-05-27,机械键盘 RGB,349,数码,405,14.13
2026-05-27,护眼台灯 智能版,159,家居,390,6.2
2026-05-27,蓝牙音箱 Mini,129,数码,335,4.32
2026-05-27,手机支架 铝合金,39,配件,332,1.29
2026-05-27,Type-C 数据线套装,29,配件,268,0.78
2026-05-27,桌面收纳盒 多层,49,家居,238,1.17
2026-05-27,USB 扩展坞 7合1,199,数码,198,3.94
2026-05-27,不锈钢保温杯 500ml,79,家居,199,1.57
2026-05-27,电动牙刷 声波款,259,家居,156,4.04
2026-05-27,瑜伽垫 防滑加厚,69,运动,163,1.12
2026-05-27,智能体重秤,99,家居,110,1.09
2026-05-27,筋膜枪 迷你款,179,运动,130,2.33
2026-05-28,无线蓝牙耳机 Pro,299,数码,589,17.61
2026-05-28,智能运动手环 X3,199,数码,557,11.08
2026-05-28,便携充电宝 20000mAh,89,数码,443,3.94
2026-05-28,机械键盘 RGB,349,数码,424,14.8
2026-05-28,护眼台灯 智能版,159,家居,430,6.84
2026-05-28,蓝牙音箱 Mini,129,数码,308,3.97
2026-05-28,手机支架 铝合金,39,配件,300,1.17
2026-05-28,Type-C 数据线套装,29,配件,220,0.64
2026-05-28,桌面收纳盒 多层,49,家居,227,1.11
2026-05-28,USB 扩展坞 7合1,199,数码,170,3.38
2026-05-28,不锈钢保温杯 500ml,79,家居,173,1.37
2026-05-28,电动牙刷 声波款,259,家居,133,3.44
2026-05-28,瑜伽垫 防滑加厚,69,运动,154,1.06
2026-05-28,智能体重秤,99,家居,118,1.17
2026-05-28,筋膜枪 迷你款,179,运动,110,1.97
2026-05-29,无线蓝牙耳机 Pro,299,数码,710,21.23
2026-05-29,智能运动手环 X3,199,数码,494,9.83
2026-05-29,便携充电宝 20000mAh,89,数码,376,3.35
2026-05-29,机械键盘 RGB,349,数码,399,13.93
2026-05-29,护眼台灯 智能版,159,家居,319,5.07
2026-05-29,蓝牙音箱 Mini,129,数码,340,4.39
2026-05-29,手机支架 铝合金,39,配件,271,1.06
2026-05-29,Type-C 数据线套装,29,配件,257,0.75
2026-05-29,桌面收纳盒 多层,49,家居,233,1.14
2026-05-29,USB 扩展坞 7合1,199,数码,158,3.14
2026-05-29,不锈钢保温杯 500ml,79,家居,167,1.32
2026-05-29,电动牙刷 声波款,259,家居,139,3.6
2026-05-29,瑜伽垫 防滑加厚,69,运动,157,1.08
2026-05-29,智能体重秤,99,家居,99,0.98
2026-05-29,筋膜枪 迷你款,179,运动,100,1.79
2026-05-30,无线蓝牙耳机 Pro,299,数码,810,24.22
2026-05-30,智能运动手环 X3,199,数码,717,14.27
2026-05-30,便携充电宝 20000mAh,89,数码,537,4.78
2026-05-30,机械键盘 RGB,349,数码,611,21.32
2026-05-30,护眼台灯 智能版,159,家居,421,6.69
2026-05-30,蓝牙音箱 Mini,129,数码,414,5.34
2026-05-30,手机支架 铝合金,39,配件,376,1.47
2026-05-30,Type-C 数据线套装,29,配件,381,1.1
2026-05-30,桌面收纳盒 多层,49,家居,253,1.24
2026-05-30,USB 扩展坞 7合1,199,数码,273,5.43
2026-05-30,不锈钢保温杯 500ml,79,家居,250,1.98
2026-05-30,电动牙刷 声波款,259,家居,195,5.05
2026-05-30,瑜伽垫 防滑加厚,69,运动,174,1.2
2026-05-30,智能体重秤,99,家居,148,1.47
2026-05-30,筋膜枪 迷你款,179,运动,133,2.38
2026-05-31,无线蓝牙耳机 Pro,299,数码,818,24.46
2026-05-31,智能运动手环 X3,199,数码,732,14.57
2026-05-31,便携充电宝 20000mAh,89,数码,612,5.45
2026-05-31,机械键盘 RGB,349,数码,499,17.42
2026-05-31,护眼台灯 智能版,159,家居,522,8.3
