date,product,price_yuan,category,sales_count,revenue_wan
2026-06-23,便携充电宝 20000mAh,89,数码,436,3.88
2026-06-23,机械键盘 RGB,349,数码,352,12.28
2026-06-23,护眼台灯 智能版,159,家居,288,4.58
2026-06-23,蓝牙音箱 Mini,129,数码,310,4.0
2026-06-23,手机支架 铝合金,39,配件,292,1.14
2026-06-23,Type-C 数据线套装,29,配件,237,0.69
2026-06-23,桌面收纳盒 多层,49,家居,185,0.91
2026-06-23,USB 扩展坞 7合1,199,数码,166,3.3
2026-06-23,不锈钢保温杯 500ml,79,家居,147,1.16
2026-06-23,电动牙刷 声波款,259,家居,144,3.73
2026-06-23,瑜伽垫 防滑加厚,69,运动,133,0.92
2026-06-23,智能体重秤,99,家居,85,0.84
2026-06-23,筋膜枪 迷你款,179,运动,97,1.74
2026-06-24,无线蓝牙耳机 Pro,299,数码,671,20.06
2026-06-24,智能运动手环 X3,199,数码,562,11.18
2026-06-24,便携充电宝 20000mAh,89,数码,449,4.0
2026-06-24,机械键盘 RGB,349,数码,440,15.36
2026-06-24,护眼台灯 智能版,159,家居,363,5.77
2026-06-24,蓝牙音箱 Mini,129,数码,285,3.68
2026-06-24,手机支架 铝合金,39,配件,297,1.16
2026-06-24,Type-C 数据线套装,29,配件,289,0.84
2026-06-24,桌面收纳盒 多层,49,家居,222,1.09
2026-06-24,USB 扩展坞 7合1,199,数码,218,4.34
2026-06-24,不锈钢保温杯 500ml,79,家居,198,1.56
2026-06-24,电动牙刷 声波款,259,家居,157,4.07
2026-06-24,瑜伽垫 防滑加厚,69,运动,151,1.04
2026-06-24,智能体重秤,99,家居,114,1.13
2026-06-24,筋膜枪 迷你款,179,运动,112,2.0
2026-06-25,无线蓝牙耳机 Pro,299,数码,683,20.42
2026-06-25,智能运动手环 X3,199,数码,505,10.05
2026-06-25,便携充电宝 20000mAh,89,数码,432,3.84
2026-06-25,机械键盘 RGB,349,数码,364,12.7
2026-06-25,护眼台灯 智能版,159,家居,424,6.74
2026-06-25,蓝牙音箱 Mini,129,数码,341,4.4
2026-06-25,手机支架 铝合金,39,配件,298,1.16
2026-06-25,Type-C 数据线套装,29,配件,233,0.68
2026-06-25,桌面收纳盒 多层,49,家居,229,1.12
2026-06-25,USB 扩展坞 7合1,199,数码,180,3.58
2026-06-25,不锈钢保温杯 500ml,79,家居,185,1.46
2026-06-25,电动牙刷 声波款,259,家居,134,3.47
2026-06-25,瑜伽垫 防滑加厚,69,运动,147,1.01
2026-06-25,智能体重秤,99,家居,105,1.04
2026-06-25,筋膜枪 迷你款,179,运动,102,1.83
2026-06-26,无线蓝牙耳机 Pro,299,数码,615,18.39
2026-06-26,智能运动手环 X3,199,数码,611,12.16
2026-06-26,便携充电宝 20000mAh,89,数码,534,4.75
2026-06-26,机械键盘 RGB,349,数码,398,13.89
2026-06-26,护眼台灯 智能版,159,家居,364,5.79
2026-06-26,蓝牙音箱 Mini,129,数码,344,4.44
2026-06-26,手机支架 铝合金,39,配件,319,1.24
2026-06-26,Type-C 数据线套装,29,配件,269,0.78
2026-06-26,桌面收纳盒 多层,49,家居,242,1.19
2026-06-26,USB 扩展坞 7合1,199,数码,222,4.42
2026-06-26,不锈钢保温杯 500ml,79,家居,187,1.48
2026-06-26,电动牙刷 声波款,259,家居,134,3.47
2026-06-26,瑜伽垫 防滑加厚,69,运动,166,1.15
2026-06-26,智能体重秤,99,家居,132,1.31
2026-06-26,筋膜枪 迷你款,179,运动,120,2.15
2026-06-27,无线蓝牙耳机 Pro,299,数码,769,22.99
2026-06-27,智能运动手环 X3,199,数码,589,11.72
2026-06-27,便携充电宝 20000mAh,89,数码,589,5.24
2026-06-27,机械键盘 RGB,349,数码,423,14.76
2026-06-27,护眼台灯 智能版,159,家居,421,6.69
2026-06-27,蓝牙音箱 Mini,129,数码,357,4.61
2026-06-27,手机支架 铝合金,39,配件,348,1.36
2026-06-27,Type-C 数据线套装,29,配件,293,0.85
2026-06-27,桌面收纳盒 多层,49,家居,262,1.28
2026-06-27,USB 扩展坞 7合1,199,数码,216,4.3
2026-06-27,不锈钢保温杯 500ml,79,家居,198,1.56
2026-06-27,电动牙刷 声波款,259,家居,181,4.69
2026-06-27,瑜伽垫 防滑加厚,69,运动,171,1.18
2026-06-27,智能体重秤,99,家居,119,1.18
2026-06-27,筋膜枪 迷你款,179,运动,152,2.72
2026-06-28,无线蓝牙耳机 Pro,299,数码,839,25.09
2026-06-28,智能运动手环 X3,199,数码,788,15.68
2026-06-28,便携充电宝 20000mAh,89,数码,704,6.27
2026-06-28,机械键盘 RGB,349,数码,513,17.9
2026-06-28,护眼台灯 智能版,159,家居,485,7.71
2026-06-28,蓝牙音箱 Mini,129,数码,391,5.04
2026-06-28,手机支架 铝合金,39,配件,373,1.45
2026-06-28,Type-C 数据线套装,29,配件,325,0.94
2026-06-28,桌面收纳盒 多层,49,家居,287,1.41
2026-06-28,USB 扩展坞 7合1,199,数码,242,4.82
2026-06-28,不锈钢保温杯 500ml,79,家居,246,1.94
2026-06-28,电动牙刷 声波款,259,家居,192,4.97
2026-06-28,瑜伽垫 防滑加厚,69,运动,170,1.17
2026-06-28,智能体重秤,99,家居,131,1.3
2026-06-28,筋膜枪 迷你款,179,运动,135,2.42
2026-06-29,无线蓝牙耳机 Pro,299,数码,711,21.26
2026-06-29,智能运动手环 X3,199,数码,496,9.87
2026-06-29,便携充电宝 20000mAh,89,数码,460,4.09
2026-06-29,机械键盘 RGB,349,数码,431,15.04
2026-06-29,护眼台灯 智能版,159,家居,356,5.66
2026-06-29,蓝牙音箱 Mini,129,数码,340,4.39
2026-06-29,手机支架 铝合金,39,配件,288,1.12
2026-06-29,Type-C 数据线套装,29,配件,260,0.75
2026-06-29,桌面收纳盒 多层,49,家居,214,1.05
2026-06-29,USB 扩展坞 7合1,199,数码,192,3.82
2026-06-29,不锈钢保温杯 500ml,79,家居,159,1.26
2026-06-29,电动牙刷 声波款,259,家居,141,3.65
2026-06-29,瑜伽垫 防滑加厚,69,运动,149,1.03
2026-06-29,智能体重秤,99,家居,114,1.13
2026-06-29,筋膜枪 迷你款,179,运动,122,2.18
2026-06-30,无线蓝牙耳机 Pro,299,数码,729,21.8
2026-06-30,智能运动手环 X3,199,数码,514,10.23
2026-06-30,便携充电宝 20000mAh,89,数码,520,4.63
2026-06-30,机械键盘 RGB,349,数码,424,14.8
2026-06-30,护眼台灯 智能版,159,家居,335,5.33
2026-06-30,蓝牙音箱 Mini,129,数码,333,4.3
2026-06-30,手机支架 铝合金,39,配件,288,1.12
2026-06-30,Type-C 数据线套装,29,配件,266,0.77
2026-06-30,桌面收纳盒 多层,49,家居,213,1.04
2026-06-30,USB 扩展坞 7合1,199,数码,176,3.5
2026-06-30,不锈钢保温杯 500ml,79,家居,200,1.58
2026-06-30,电动牙刷 声波款,259,家居,143,3.7
2026-06-30,瑜伽垫 防滑加厚,69,运动,154,1.06
2026-06-30,智能体重秤,99,家居,106,1.05
2026-06-30,筋膜枪 迷你款,179,运动,123,2.2
2026-07-01,无线蓝牙耳机 Pro,299,数码,607,18.15
2026-07-01,智能运动手环 X3,199,数码,597,11.88
2026-07-01,便携充电宝 20000mAh,89,数码,445,3.96
2026-07-01,机械键盘 RGB,349,数码,440,15.36
2026-07-01,护眼台灯 智能版,159,家居,380,6.04
2026-07-01,蓝牙音箱 Mini,129,数码,315,4.06
2026-07-01,手机支架 铝合金,39,配件,242,0.94
2026-07-01,Type-C 数据线套装,29,配件,248,0.72
2026-07-01,桌面收纳盒 多层,49,家居,214,1.05
2026-07-01,USB 扩展坞 7合1,199,数码,194,3.86
2026-07-01,不锈钢保温杯 500ml,79,家居,200,1.58
2026-07-01,电动牙刷 声波款,259,家居,134,3.47
2026-07-01,瑜伽垫 防滑加厚,69,运动,151,1.04
2026-07-01,智能体重秤,99,家居,113,1.12
2026-07-01,筋膜枪 迷你款,179,运动,115,2.06
2026-07-02,无线蓝牙耳机 Pro,299,数码,584,17.46
2026-07-02,智能运动手环 X3,199,数码,569,11.32
2026-07-02,便携充电宝 20000mAh,89,数码,453,4.03
2026-07-02,机械键盘 RGB,349,数码,415,14.48
2026-07-02,护眼台灯 智能版,159,家居,414,6.58
2026-07-02,蓝牙音箱 Mini,129,数码,354,4.57
2026-07-02,手机支架 铝合金,39,配件,335,1.31
2026-07-02,Type-C 数据线套装,29,配件,276,0.8
2026-07-02,桌面收纳盒 多层,49,家居,206,1.01
2026-07-02,USB 扩展坞 7合1,199,数码,153,3.04
2026-07-02,不锈钢保温杯 500ml,79,家居,194,1.53
2026-07-02,电动牙刷 声波款,259,家居,151,3.91
2026-07-02,瑜伽垫 防滑加厚,69,运动,141,0.97
2026-07-02,智能体重秤,99,家居,99,0.98
2026-07-02,筋膜枪 迷你款,179,运动,108,1.93
2026-07-03,无线蓝牙耳机 Pro,299,数码,695,20.78
2026-07-03,智能运动手环 X3,199,数码,558,11.1
2026-07-03,便携充电宝 20000mAh,89,数码,538,4.79
2026-07-03,机械键盘 RGB,349,数码,370,12.91
2026-07-03,护眼台灯 智能版,159,家居,392,6.23
2026-07-03,蓝牙音箱 Mini,129,数码,331,4.27
2026-07-03,手机支架 铝合金,39,配件,309,1.21
2026-07-03,Type-C 数据线套装,29,配件,247,0.72
2026-07-03,桌面收纳盒 多层,49,家居,239,1.17
2026-07-03,USB 扩展坞 7合1,199,数码,187,3.72
2026-07-03,不锈钢保温杯 500ml,79,家居,173,1.37
2026-07-03,电动牙刷 声波款,259,家居,146,3.78
2026-07-03,瑜伽垫 防滑加厚,69,运动,143,0.99
2026-07-03,智能体重秤,99,家居,114,1.13
2026-07-03,筋膜枪 迷你款,179,运动,99,1.77
2026-07-04,无线蓝牙耳机 Pro,299,数码,852,25.47
2026-07-04,智能运动手环 X3,199,数码,690,13.73
2026-07-04,便携充电宝 20000mAh,89,数码,661,5.88
2026-07-04,机械键盘 RGB,349,数码,536,18.71
2026-07-04,护眼台灯 智能版,159,家居,458,7.28
2026-07-04,蓝牙音箱 Mini,129,数码,420,5.42
2026-07-04,手机支架 铝合金,39,配件,375,1.46
2026-07-04,Type-C 数据线套装,29,配件,331,0.96
2026-07-04,桌面收纳盒 多层,49,家居,235,1.15
2026-07-04,USB 扩展坞 7合1,199,数码,224,4.46
2026-07-04,不锈钢保温杯 500ml,79,家居,202,1.6
2026-07-04,电动牙刷 声波款,259,家居,202,5.23
2026-07-04,瑜伽垫 防滑加厚,69,运动,182,1.26
2026-07-04,智能体重秤,99,家居,135,1.34
2026-07-04,筋膜枪 迷你款,179,运动,147,2.63
2026-07-05,无线蓝牙耳机 Pro,299,数码,771,23.05
2026-07-05,智能运动手环 X3,199,数码,702,13.97
2026-07-05,便携充电宝 20000mAh,89,数码,595,5.3
2026-07-05,机械键盘 RGB,349,数码,445,15.53
2026-07-05,护眼台灯 智能版,159,家居,444,7.06
2026-07-05,蓝牙音箱 Mini,129,数码,417,5.38
2026-07-05,手机支架 铝合金,39,配件,373,1.45
2026-07-05,Type-C 数据线套装,29,配件,290,0.84
2026-07-05,桌面收纳盒 多层,49,家居,308,1.51
2026-07-05,USB 扩展坞 7合1,199,数码,233,4.64
2026-07-05,不锈钢保温杯 500ml,79,家居,236,1.86
2026-07-05,电动牙刷 声波款,259,家居,194,5.02
2026-07-05,瑜伽垫 防滑加厚,69,运动,176,1.21
2026-07-05,智能体重秤,99,家居,146,1.45
2026-07-05,筋膜枪 迷你款,179,运动,137,2.45
2026-07-06,无线蓝牙耳机 Pro,299,数码,658,19.67
2026-07-06,智能运动手环 X3,199,数码,587,11.68
2026-07-06,便携充电宝 20000mAh,89,数码,480,4.27
2026-07-06,机械键盘 RGB,349,数码,413,14.41
2026-07-06,护眼台灯 智能版,159,家居,335,5.33
2026-07-06,蓝牙音箱 Mini,129,数码,274,3.53
2026-07-06,手机支架 铝合金,39,配件,313,1.22
2026-07-06,Type-C 数据线套装,29,配件,284,0.82
2026-07-06,桌面收纳盒 多层,49,家居,235,1.15
2026-07-06,USB 扩展坞 7合1,199,数码,170,3.38
2026-07-06,不锈钢保温杯 500ml,79,家居,158,1.25
2026-07-06,电动牙刷 声波款,259,家居,127,3.29
2026-07-06,瑜伽垫 防滑加厚,69,运动,121,0.83
2026-07-06,智能体重秤,99,家居,103,1.02
2026-07-06,筋膜枪 迷你款,179,运动,118,2.11
2026-07-07,无线蓝牙耳机 Pro,299,数码,679,20.3
2026-07-07,智能运动手环 X3,199,数码,613,12.2
2026-07-07,便携充电宝 20000mAh,89,数码,463,4.12
2026-07-07,机械键盘 RGB,349,数码,471,16.44
2026-07-07,护眼台灯 智能版,159,家居,427,6.79
2026-07-07,蓝牙音箱 Mini,129,数码,328,4.23
2026-07-07,手机支架 铝合金,39,配件,281,1.1
2026-07-07,Type-C 数据线套装,29,配件,272,0.79
2026-07-07,桌面收纳盒 多层,49,家居,214,1.05
2026-07-07,USB 扩展坞 7合1,199,数码,167,3.32
2026-07-07,不锈钢保温杯 500ml,79,家居,203,1.6
2026-07-07,电动牙刷 声波款,259,家居,161,4.17
2026-07-07,瑜伽垫 防滑加厚,69,运动,149,1.03
2026-07-07,智能体重秤,99,家居,99,0.98
2026-07-07,筋膜枪 迷你款,179,运动,99,1.77
2026-07-08,无线蓝牙耳机 Pro,299,数码,647,19.35
2026-07-08,智能运动手环 X3,199,数码,546,10.87
2026-07-08,便携充电宝 20000mAh,89,数码,526,4.68
2026-07-08,机械键盘 RGB,349,数码,436,15.22
2026-07-08,护眼台灯 智能版,159,家居,415,6.6
2026-07-08,蓝牙音箱 Mini,129,数码,310,4.0
2026-07-08,手机支架 铝合金,39,配件,291,1.13
2026-07-08,Type-C 数据线套装,29,配件,278,0.81
2026-07-08,桌面收纳盒 多层,49,家居,232,1.14
2026-07-08,USB 扩展坞 7合1,199,数码,210,4.18
2026-07-08,不锈钢保温杯 500ml,79,家居,193,1.52
2026-07-08,电动牙刷 声波款,259,家居,171,4.43
2026-07-08,瑜伽垫 防滑加厚,69,运动,156,1.08
2026-07-08,智能体重秤,99,家居,121,1.2
2026-07-08,筋膜枪 迷你款,179,运动,109,1.95
2026-07-09,无线蓝牙耳机 Pro,299,数码,718,21.47
2026-07-09,智能运动手环 X3,199,数码,630,12.54
2026-07-09,便携充电宝 20000mAh,89,数码,512,4.56
2026-07-09,机械键盘 RGB,349,数码,406,14.17
2026-07-09,护眼台灯 智能版,159,家居,413,6.57
2026-07-09,蓝牙音箱 Mini,129,数码,276,3.56
2026-07-09,手机支架 铝合金,39,配件,263,1.03
2026-07-09,Type-C 数据线套装,29,配件,274,0.79
2026-07-09,桌面收纳盒 多层,49,家居,223,1.09
2026-07-09,USB 扩展坞 7合1,199,数码,195,3.88
2026-07-09,不锈钢保温杯 500ml,79,家居,187,1.48
2026-07-09,电动牙刷 声波款,259,家居,155,4.01
2026-07-09,瑜伽垫 防滑加厚,69,运动,139,0.96
2026-07-09,智能体重秤,99,家居,116,1.15
2026-07-09,筋膜枪 迷你款,179,运动,120,2.15
2026-07-10,无线蓝牙耳机 Pro,299,数码,840,25.12
2026-07-10,智能运动手环 X3,199,数码,615,12.24
2026-07-10,便携充电宝 20000mAh,89,数码,534,4.75
2026-07-10,机械键盘 RGB,349,数码,388,13.54
2026-07-10,护眼台灯 智能版,159,家居,385,6.12
2026-07-10,蓝牙音箱 Mini,129,数码,356,4.59
2026-07-10,手机支架 铝合金,39,配件,348,1.36
2026-07-10,Type-C 数据线套装,29,配件,267,0.77
2026-07-10,桌面收纳盒 多层,49,家居,256,1.25
2026-07-10,USB 扩展坞 7合1,199,数码,201,4.0
2026-07-10,不锈钢保温杯 500ml,79,家居,198,1.56
2026-07-10,电动牙刷 声波款,259,家居,164,4.25
2026-07-10,瑜伽垫 防滑加厚,69,运动,155,1.07
2026-07-10,智能体重秤,99,家居,116,1.15
2026-07-10,筋膜枪 迷你款,179,运动,104,1.86
2026-07-11,无线蓝牙耳机 Pro,299,数码,784,23.44
2026-07-11,智能运动手环 X3,199,数码,652,12.97
2026-07-11,便携充电宝 20000mAh,89,数码,609,5.42
2026-07-11,机械键盘 RGB,349,数码,525,18.32
2026-07-11,护眼台灯 智能版,159,家居,461,7.33
2026-07-11,蓝牙音箱 Mini,129,数码,440,5.68
2026-07-11,手机支架 铝合金,39,配件,379,1.48
2026-07-11,Type-C 数据线套装,29,配件,309,0.9
2026-07-11,桌面收纳盒 多层,49,家居,261,1.28
2026-07-11,USB 扩展坞 7合1,199,数码,232,4.62
2026-07-11,不锈钢保温杯 500ml,79,家居,237,1.87
2026-07-11,电动牙刷 声波款,259,家居,201,5.21
2026-07-11,瑜伽垫 防滑加厚,69,运动,198,1.37
2026-07-11,智能体重秤,99,家居,130,1.29
2026-07-11,筋膜枪 迷你款,179,运动,134,2.4
2026-07-12,无线蓝牙耳机 Pro,299,数码,932,27.87
2026-07-12,智能运动手环 X3,199,数码,769,15.3
2026-07-12,便携充电宝 20000mAh,89,数码,617,5.49
2026-07-12,机械键盘 RGB,349,数码,472,16.47
2026-07-12,护眼台灯 智能版,159,家居,439,6.98
2026-07-12,蓝牙音箱 Mini,129,数码,438,5.65
2026-07-12,手机支架 铝合金,39,配件,392,1.53
2026-07-12,Type-C 数据线套装,29,配件,304,0.88
2026-07-12,桌面收纳盒 多层,49,家居,287,1.41
2026-07-12,USB 扩展坞 7合1,199,数码,250,4.97
2026-07-12,不锈钢保温杯 500ml,79,家居,216,1.71
2026-07-12,电动牙刷 声波款,259,家居,207,5.36
2026-07-12,瑜伽垫 防滑加厚,69,运动,185,1.28
2026-07-12,智能体重秤,99,家居,157,1.55
2026-07-12,筋膜枪 迷你款,179,运动,137,2.45
2026-07-13,无线蓝牙耳机 Pro,299,数码,600,17.94
2026-07-13,智能运动手环 X3,199,数码,515,10.25
2026-07-13,便携充电宝 20000mAh,89,数码,436,3.88
2026-07-13,机械键盘 RGB,349,数码,374,13.05
2026-07-13,护眼台灯 智能版,159,家居,355,5.64
2026-07-13,蓝牙音箱 Mini,129,数码,307,3.96
2026-07-13,手机支架 铝合金,39,配件,275,1.07
2026-07-13,Type-C 数据线套装,29,配件,209,0.61
2026-07-13,桌面收纳盒 多层,49,家居,214,1.05
2026-07-13,USB 扩展坞 7合1,199,数码,171,3.4
2026-07-13,不锈钢保温杯 500ml,79,家居,195,1.54
2026-07-13,电动牙刷 声波款,259,家居,128,3.32
2026-07-13,瑜伽垫 防滑加厚,69,运动,118,0.81
2026-07-13,智能体重秤,99,家居,109,1.08
2026-07-13,筋膜枪 迷你款,179,运动,106,1.9
2026-07-14,无线蓝牙耳机 Pro,299,数码,547,16.36
2026-07-14,智能运动手环 X3,199,数码,584,11.62
2026-07-14,便携充电宝 20000mAh,89,数码,501,4.46
2026-07-14,机械键盘 RGB,349,数码,305,10.64
2026-07-14,护眼台灯 智能版,159,家居,334,5.31
2026-07-14,蓝牙音箱 Mini,129,数码,353,4.55
2026-07-14,手机支架 铝合金,39,配件,266,1.04
2026-07-14,Type-C 数据线套装,29,配件,233,0.68
2026-07-14,桌面收纳盒 多层,49,家居,203,0.99
2026-07-14,USB 扩展坞 7合1,199,数码,157,3.12
2026-07-14,不锈钢保温杯 500ml,79,家居,149,1.18
2026-07-14,电动牙刷 声波款,259,家居,150,3.88
2026-07-14,瑜伽垫 防滑加厚,69,运动,118,0.81
2026-07-14,智能体重秤,99,家居,106,1.05
2026-07-14,筋膜枪 迷你款,179,运动,111,1.99
2026-07-15,无线蓝牙耳机 Pro,299,数码,559,16.71
2026-07-15,智能运动手环 X3,199,数码,552,10.98
2026-07-15,便携充电宝 20000mAh,89,数码,455,4.05
2026-07-15,机械键盘 RGB,349,数码,351,12.25
2026-07-15,护眼台灯 智能版,159,家居,368,5.85
2026-07-15,蓝牙音箱 Mini,129,数码,331,4.27
2026-07-15,手机支架 铝合金,39,配件,274,1.07
2026-07-15,Type-C 数据线套装,29,配件,218,0.63
2026-07-15,桌面收纳盒 多层,49,家居,194,0.95
2026-07-15,USB 扩展坞 7合1,199,数码,171,3.4
2026-07-15,不锈钢保温杯 500ml,79,家居,165,1.3
2026-07-15,电动牙刷 声波款,259,家居,144,3.73
2026-07-15,瑜伽垫 防滑加厚,69,运动,117,0.81
2026-07-15,智能体重秤,99,家居,88,0.87
2026-07-15,筋膜枪 迷你款,179,运动,102,1.83
